question,course,document
How can I free up space on my AWS instance after experimenting with docker images?,machine-learning-zoomcamp,6ce8e875
What should I do if I run out of space on my 30-GB AWS instance due to experimenting?,machine-learning-zoomcamp,6ce8e875
Is there a way to remove docker images and free up space on my AWS instance?,machine-learning-zoomcamp,6ce8e875
Why does deleting docker images not free up space on my AWS instance as expected?,machine-learning-zoomcamp,6ce8e875
What steps should I take to free up space on my AWS instance after removing docker images?,machine-learning-zoomcamp,6ce8e875
What version of Tensorflow should I use for AWS deployment?,machine-learning-zoomcamp,b50e9e2b
Does Tensorflow 2.15 work for AWS deployment?,machine-learning-zoomcamp,b50e9e2b
What python version should I use for Tensorflow 2.4.4 on AWS?,machine-learning-zoomcamp,b50e9e2b
Are there any issues with installing tf==2.4.4 on AWS?,machine-learning-zoomcamp,b50e9e2b
Is there a specific python version that is not supported for Tensorflow 2.4.4 on AWS?,machine-learning-zoomcamp,b50e9e2b
Why does the command aws ecr get-login --no-include-email return an error?,machine-learning-zoomcamp,29311ef5
What does the error 'aws: error: argument operation: Invalid choice...' mean?,machine-learning-zoomcamp,29311ef5
How can I fix the 'Invalid choice' error when running the aws ecr get-login command?,machine-learning-zoomcamp,29311ef5
Where can I find more information on troubleshooting errors with the aws ecr get-login command?,machine-learning-zoomcamp,29311ef5
Is there an alternative command to use for getting login information for Amazon ECR?,machine-learning-zoomcamp,29311ef5
What IAM permission policy is needed to complete Week 9: Serverless?,machine-learning-zoomcamp,1e0dc11c
What are the steps to create a new policy in the IAM service?,machine-learning-zoomcamp,1e0dc11c
What actions need to be selected for the new policy in the IAM service?,machine-learning-zoomcamp,1e0dc11c
How can I solve the error 'failed to solve: public.ecr.aws/lambda/python:3.10'?,machine-learning-zoomcamp,1e0dc11c
"What should I do to solve the error 'exec: ""docker-credential-desktop.exe"": executable file not found in $PATH'?",machine-learning-zoomcamp,1e0dc11c
How can I fix the 'Docker Temporary failure in name resolution' issue?,machine-learning-zoomcamp,1078aeb7
What lines should I add to /etc/docker/daemon.json to fix the issue?,machine-learning-zoomcamp,1078aeb7
How do I restart docker after adding the lines to daemon.json?,machine-learning-zoomcamp,1078aeb7
Who provided the solution for the 'Docker Temporary failure in name resolution' issue?,machine-learning-zoomcamp,1078aeb7
In which section of the course can I find information about Serverless Deep Learning?,machine-learning-zoomcamp,1078aeb7
Why does my Keras model *.h5 not load and give an error about weight_decay not being a valid argument?,machine-learning-zoomcamp,7daaca73
"What is the solution to the error 'weight_decay is not a valid argument, kwargs should be empty for optimizer_experimental.Optimizer' when loading a Keras model?",machine-learning-zoomcamp,7daaca73
How can I fix the issue of weight_decay not being a valid argument when loading a Keras model?,machine-learning-zoomcamp,7daaca73
What should I add to the load_model function to resolve the error related to weight_decay not being a valid argument?,machine-learning-zoomcamp,7daaca73
"When loading a Keras model, how can I ensure that 'weight_decay is not a valid argument' error is resolved?",machine-learning-zoomcamp,7daaca73
How can AWS Lambda + Docker be tested locally?,machine-learning-zoomcamp,0cfbe2e2
What is the method for testing deployment setup locally?,machine-learning-zoomcamp,0cfbe2e2
What is the command for running the Docker image as a container?,machine-learning-zoomcamp,0cfbe2e2
What endpoint should be used for testing with a curl command?,machine-learning-zoomcamp,0cfbe2e2
What should be done if an error is encountered during testing?,machine-learning-zoomcamp,0cfbe2e2
Why am I getting the error 'Unable to import module 'lambda_function': No module named 'tensorflow' when running python test.py?,machine-learning-zoomcamp,1460fb65
What should I check to fix the error 'Unable to import module 'lambda_function': No module named 'tensorflow'?,machine-learning-zoomcamp,1460fb65
How can I make sure that my codes in test.py don't have any dependencies with the tensorflow library?,machine-learning-zoomcamp,1460fb65
What is one of the most common reasons that leads to the error 'Unable to import module 'lambda_function': No module named 'tensorflow'?,machine-learning-zoomcamp,1460fb65
What change should I make to fix the error 'Unable to import module 'lambda_function': No module named 'tensorflow'?,machine-learning-zoomcamp,1460fb65
How can I install Docker (udocker) in Google Colab?,machine-learning-zoomcamp,d4f9efdc
How can I overcome Lambda API Gateway errors?,machine-learning-zoomcamp,d4f9efdc
Why am I unable to run pip install tflite_runtime from GitHub wheel links?,machine-learning-zoomcamp,d4f9efdc
What is the way to work with Docker in Google Colab?,machine-learning-zoomcamp,d4f9efdc
How do I download the whl file to my local project folder and add the relevant lines in the Docker file?,machine-learning-zoomcamp,d4f9efdc
How can I access the materials for Week 10?,machine-learning-zoomcamp,6a417bfe
Where can I find the lectures for Kubernetes and TensorFlow Serving?,machine-learning-zoomcamp,6a417bfe
What assignments are due for Week 10?,machine-learning-zoomcamp,6a417bfe
Are there any recommended readings for this section?,machine-learning-zoomcamp,6a417bfe
Can I get extra help or resources for Kubernetes and TensorFlow Serving?,machine-learning-zoomcamp,6a417bfe
How can I install Tensorflow in Ubuntu WSL2 with CUDA support?,machine-learning-zoomcamp,ed8b300d
What resources can I use to install CUDA on WSL?,machine-learning-zoomcamp,ed8b300d
How can I install TensorFlow with pip?,machine-learning-zoomcamp,ed8b300d
Where can I find instructions to start locally with PyTorch?,machine-learning-zoomcamp,ed8b300d
What computer platform options should I choose for CUDA 11.7?,machine-learning-zoomcamp,ed8b300d
How can I fix 'Allocator ran out of memory' errors in TensorFlow?,machine-learning-zoomcamp,a64aed6b
What should I do if I start getting errors related to memory allocation in TensorFlow?,machine-learning-zoomcamp,a64aed6b
Is there a solution for 'Allocator ran out of memory' errors in TensorFlow?,machine-learning-zoomcamp,a64aed6b
What code can I add to address memory allocation errors in TensorFlow?,machine-learning-zoomcamp,a64aed6b
Are there any tips for handling 'Allocator ran out of memory' errors in TensorFlow?,machine-learning-zoomcamp,a64aed6b
What do I do if I encounter a problem with the recent version of protobuf in session 10.3?,machine-learning-zoomcamp,727238ee
How can I fix the error 'TypeError: Descriptors cannot not be created directly' when running the script gateway.py?,machine-learning-zoomcamp,727238ee
What can I do if my generated code is out of date and must be regenerated with protoc >= 3.19.0?,machine-learning-zoomcamp,727238ee
What is the suggested workaround if my version of protobuf is one of the newer ones and I encounter an issue?,machine-learning-zoomcamp,727238ee
How can I fix the protobuf version to an older one in order to get around the issue?,machine-learning-zoomcamp,727238ee
What error message might I receive when trying to run a docker command in WSL?,machine-learning-zoomcamp,85d4901d
How can I fix the error message 'Cannot connect to the Docker daemon at unix:///var/run/docker.sock. Is the docker daemon running'?,machine-learning-zoomcamp,85d4901d
Where can I go to fix the issue with Docker Desktop not connecting to the WSL Linux distro?,machine-learning-zoomcamp,85d4901d
What do I need to do in Docker Desktop settings to enable additional distros?,machine-learning-zoomcamp,85d4901d
Is it necessary for the additional distro to be different from the default WSL distro?,machine-learning-zoomcamp,85d4901d
How do I fix an HPA instance that doesn’t run properly even after installing the latest version of Metrics Server?,machine-learning-zoomcamp,df023a13
What should I do if the targets still appear as <unknown> after installing the latest version of Metrics Server?,machine-learning-zoomcamp,df023a13
How can I edit the metrics-server deployment to resolve HPA instance issues?,machine-learning-zoomcamp,df023a13
What line should I add to the metrics-server deployment to fix HPA instance problems?,machine-learning-zoomcamp,df023a13
What command should I run after editing the metrics-server deployment to check if the HPA instance is running correctly?,machine-learning-zoomcamp,df023a13
How do I resolve an issue with HPA instance not running properly?,machine-learning-zoomcamp,48e92d65
What should I do if the HPA instance does not run correctly after installing the latest version of Metrics Server?,machine-learning-zoomcamp,48e92d65
How can I fix the problem if the targets still appear as <unknown>?,machine-learning-zoomcamp,48e92d65
What command should I run if the HPA instance does not run correctly even after installing the latest version of Metrics Server?,machine-learning-zoomcamp,48e92d65
Is there a deployment file that already embeds the --kubelet-insecure-tls option for the metrics server?,machine-learning-zoomcamp,48e92d65
What error might occur when trying to install packages on a Windows machine?,machine-learning-zoomcamp,1685cae4
How can I solve the OSError: [WinError 5] Access is denied when installing libraries?,machine-learning-zoomcamp,1685cae4
What option can be used to resolve the access denied issue?,machine-learning-zoomcamp,1685cae4
What command can be used to install the libraries if access is denied?,machine-learning-zoomcamp,1685cae4
What permissions should be checked when encountering the OSError?,machine-learning-zoomcamp,1685cae4
What is the error message I'm getting when I run gateway.py after modifying the code & creating virtual environment in video 10.3?,machine-learning-zoomcamp,4fb7b21e
What is the file and line where the error is occurring?,machine-learning-zoomcamp,4fb7b21e
